GeoId|Geography|LEAID|Year|Iteration|B02001_1est|B02001_1moe|B02001_2est|B02001_2moe|B02001_3est|B02001_3moe|B02001_4est|B02001_4moe|B02001_5est|B02001_5moe|B02001_6est|B02001_6moe|B02001_7est|B02001_7moe|B02001_8est|B02001_8moe|B02001_9est|B02001_9moe|B02001_10est|B02001_10moe
97000US1803750|Franklin Township Community School Corporation, IN|1803750|2014-2018||55474|457|49396|789|2643|652|169|218|1854|474|0|27|356|194|1056|272|149|105|907|255
97000US3405490|Franklin Township School District, NJ|3405490|2014-2018||65452|56|29125|1432|18403|1068|204|216|14086|910|13|17|1647|660|1974|371|514|223|1460|313
95000US3405430|Franklin Township School District (Gloucester County), NJ|3405430|2014-2018||16505|55|13930|523|1248|292|0|19|288|211|0|19|618|404|421|247|50|68|371|239
95000US3405460|Franklin Township School District (Hunterdon County), NJ|3405460|2014-2018||3281|20|3225|42|8|19|0|12|21|21|20|31|1|3|6|9|0|12|6|9
95000US3405520|Franklin Township School District (Warren County), NJ|3405520|2014-2018||3055|44|2923|84|21|19|0|12|66|58|0|12|19|21|26|27|0|12|26|27
97000US2382003|Franklin Unorganized Territory, ME|2382003|2014-2018||972|180|936|174|0|10|24|30|1|4|0|10|11|13|0|10|0|10|0|10
97000US5099922|Franklin West Supervisory Union, VT|5099922|2014-2018||10762|230|10473|304|0|15|14|24|36|45|0|15|138|160|101|78|0|15|101|78
95000US0614370|Franklin-McKinley Elementary School District, CA|0614370|2014-2018||93387|1762|27785|2249|2066|433|547|227|39348|1336|402|254|19289|1725|3950|716|1239|370|2711|593
97000US3611490|Franklinville Central School District, NY|3611490|2014-2018||4678|237|4535|224|12|13|27|25|16|20|0|12|24|26|64|29|0|12|64|29
97000US4819770|Frankston Independent School District, TX|4819770|2014-2018||4734|581|4296|591|193|100|46|26|34|41|0|13|50|76|115|80|0|13|115|80
97000US1812880|Frankton-Lapel Community Schools, IN|1812880|2014-2018||12183|311|11804|313|89|60|48|39|24|23|6|11|31|25|181|101|8|12|173|101
97000US2614820|Fraser Public Schools, MI|2614820|2014-2018||28344|686|24214|661|2848|548|60|52|424|150|0|18|52|49|746|258|45|35|701|254
97000US2712360|Frazee-Vergas Public School District, MN|2712360|2014-2018||6457|324|6216|321|18|26|102|34|10|8|1|4|43|37|67|20|6|8|61|19
95000US3011420|Frazer Elementary School District, MT|3011420|2014-2018||424|100|96|55|0|10|321|91|0|10|0|10|0|10|7|13|0|10|7|13
96000US3011460|Frazer High School District, MT|3011460|2014-2018||608|111|226|67|4|4|343|95|10|17|0|10|2|4|23|27|0|10|23|27
97000US4210350|Frazier School District, PA|4210350|2014-2018||7782|262|7508|280|56|46|0|15|73|64|0|15|45|46|100|66|0|15|100|66
97000US5504860|Frederic School District, WI|5504860|2014-2018||3717|146|3530|138|21|15|15|10|17|11|0|9|101|79|33|18|3|3|30|18
97000US4621400|Frederick Area School District 06-2, SD|4621400|2014-2018||859|153|833|143|0|9|7|11|0|9|0|9|0|9|19|31|0|9|19|31
97000US5101470|Frederick County Public Schools, VA|5101470|2014-2018||85153|*****|77488|324|3464|348|223|92|1146|142|69|66|640|284|2123|405|229|142|1894|387
97000US2400330|Frederick County Public Schools, MD|2400330|2014-2018||248472|*****|201553|974|23337|496|606|148|10929|372|187|41|3611|871|8249|732|1095|292|7154|711
97000US4012150|Frederick Public Schools, OK|4012150|2014-2018||4433|148|2779|185|332|68|91|34|0|9|0|9|903|179|328|113|134|69|194|97
96000US4099001|Frederick Public Schools in Davidson (9-12), OK|4099001|2014-2018||484|103|335|87|44|29|17|19|1|3|0|9|74|46|13|11|0|9|13|11
97000US5101510|Fredericksburg City Public Schools, VA|5101510|2014-2018||28469|*****|17834|358|6307|609|56|53|665|126|46|47|1651|404|1910|535|280|259|1630|471
97000US4819840|Fredericksburg Independent School District, TX|4819840|2014-2018||23193|531|20979|838|33|48|732|440|33|49|0|25|595|281|821|302|98|100|723|265
97000US3904785|Fredericktown Local School District, OH|3904785|2014-2018||7018|716|6914|731|33|34|0|16|0|16|12|20|0|16|59|45|0|16|59|45
97000US2912540|Fredericktown R-I School District, MO|2912540|2014-2018||10798|226|10457|227|119|69|29|33|30|35|0|17|0|17|163|61|0|17|163|61
95000US3405550|Fredon Township School District, NJ|3405550|2014-2018||3214|25|3010|179|5|7|0|12|28|21|0|12|122|167|49|39|0|12|49|39
97000US3611520|Fredonia Central School District, NY|3611520|2014-2018||13815|336|12364|444|461|110|83|90|150|80|18|21|338|220|401|160|30|25|371|153
97000US2006270|Fredonia Unified School District 484, KS|2006270|2014-2018||4468|251|4216|265|40|35|23|18|0|10|0|10|8|13|181|73|0|10|181|73
97000US0403080|Fredonia-Moccasin Unified District, AZ|0403080|2014-2018||2581|516|2065|459|13|23|365|112|10|27|0|12|57|88|71|53|0|12|71|53
95000US1715820|Freeburg Community Consolidated School District 70, IL|1715820|2014-2018||7581|433|7324|438|36|41|2|5|53|70|0|15|19|31|147|88|0|15|147|88
96000US1715840|Freeburg Community High School District 77, IL|1715840|2014-2018||13162|491|12740|512|171|151|2|5|71|76|2|3|19|31|157|94|0|17|157|94
97000US4210380|Freedom Area School District, PA|4210380|2014-2018||11001|148|10750|169|73|59|0|16|9|8|22|37|12|15|135|80|0|16|135|80
97000US5504920|Freedom Area School District, WI|5504920|2014-2018||9421|311|8926|296|57|41|284|117|11|19|0|12|59|48|84|46|46|35|38|37
97000US4012180|Freedom Public Schools, OK|4012180|2014-2018||546|118|526|116|0|9|4|8|2|4|0|9|7|10|7|8|0|9|7|8
95000US3303120|Freedom School District, NH|3303120|2014-2018||1353|184|1337|182|0|11|0|11|4|6|0|11|0|11|12|14|0|11|12|14
95000US3405580|Freehold Borough School District, NJ|3405580|2014-2018||11855|41|8021|727|1367|395|144|128|335|175|0|19|1744|636|244|131|106|98|138|90
96000US3405610|Freehold Regional School District, NJ|3405610|2014-2018||192339|178|160153|1522|7231|862|551|232|17058|925|122|95|3859|831|3365|509|745|290|2620|487
95000US3405640|Freehold Township School District, NJ|3405640|2014-2018||35116|51|28933|714|2141|464|73|61|2534|292|42|64|474|250|919|335|80|75|839|335
97000US2615060|Freeland Community School District, MI|2615060|2014-2018||12147|311|11030|341|577|109|58|36|140|103|0|16|9|17|333|133|93|48|240|121
97000US3100116|Freeman Public Schools, NE|3100116|2014-2018||1811|176|1800|174|0|9|0|9|0|9|0|9|0|9|11|11|0|9|11|11
97000US5302970|Freeman School District, WA|5302970|2014-2018||4743|538|4654|539|3|7|26|26|0|12|0|12|0|12|60|69|0|12|60|69
97000US4625500|Freeman School District 33-1, SD|4625500|2014-2018||2530|222|2420|253|0|9|76|151|24|38|0|9|2|4|8|15|0|9|8|15
97000US4210440|Freeport Area School District, PA|4210440|2014-2018||11689|131|11480|186|69|64|0|16|0|16|0|16|11|15|129|84|7|10|122|83
97000US1715900|Freeport School District 145, IL|1715900|2014-2018||29297|392|23376|614|4352|294|30|44|316|55|0|20|125|271|1098|351|14|22|1084|348
97000US3611550|Freeport Union Free School District, NY|3611550|2014-2018||39449|773|17401|1410|11174|1066|172|170|692|255|3|6|4338|974|5669|1105|1742|604|3927|1021
97000US4819820|Freer Independent School District, TX|4819820|2014-2018||2885|184|2626|272|47|85|18|30|0|13|0|13|194|158|0|13|0|13|0|13
97000US2505070|Freetown-Lakeville School District, MA|2505070|2014-2018||20544|32|19712|241|93|52|0|23|130|82|0|23|170|112|439|193|50|61|389|179
95000US3405670|Frelinghuysen Township School District, NJ|3405670|2014-2018||2302|206|2146|211|54|57|11|12|3|5|0|12|16|17|72|57|7|7|65|57
97000US3904401|Fremont City School District, OH|3904401|2014-2018||28904|442|25199|553|1609|213|64|43|133|91|0|21|990|366|909|247|137|83|772|211
97000US1803780|Fremont Community Schools, IN|1803780|2014-2018||7076|135|6875|161|4|7|15|14|48|35|0|16|25|37|109|50|0|16|109|50
97000US1601110|Fremont County Joint School District 215, ID|1601110|2014-2018||12047|317|11343|397|34|25|39|38|19|17|41|56|276|153|295|102|45|43|250|87
97000US5602870|Fremont County School District 1, WY|5602870|2014-2018||11534|433|10313|459|15|18|548|226|11|17|8|12|65|47|574|218|21|33|553|218
97000US5604450|Fremont County School District 14, WY|5604450|2014-2018||2334|214|203|45|3|6|2085|209|2|4|0|12|6|8|35|19|6|9|29|17
97000US5602670|Fremont County School District 2, WY|5602670|2014-2018||1598|209|1493|188|59|48|17|16|4|7|0|12|16|19|9|14|0|12|9|14
97000US5602820|Fremont County School District 21, WY|5602820|2014-2018||2178|183|131|42|10|12|1938|171|8|8|0|12|8|8|83|49|0|12|83|49
97000US5605700|Fremont County School District 24, WY|5605700|2014-2018||1324|158|1221|151|0|12|15|11|5|6|0|12|22|18|61|39|0|12|61|39
97000US5605220|Fremont County School District 25, WY|5605220|2014-2018||17145|470|13716|504|137|53|2195|401|25|30|0|19|437|190|635|173|239|114|396|136
95000US5600960|Fremont County School District 38, WY|5600960|2014-2018||1771|175|252|69|9|10|1466|180|0|12|0|12|7|8|37|23|2|4|35|23
97000US5602830|Fremont County School District 6, WY|5602830|2014-2018||2192|213|1850|197|3|7|263|85|0|12|0|12|5|9|71|35|0|12|71|35
97000US2615150|Fremont Public School District, MI|2615150|2014-2018||13918|383|12940|453|155|89|143|142|74|46|0|16|347|169|259|93|21|30|238|89
97000US3170710|Fremont Public Schools, NE|3170710|2014-2018||30080|435|28200|549|324|157|314|145|122|51|28|31|485|302|607|178|50|69|557|177
95000US3303150|Fremont School District, NH|3303150|2014-2018||4667|20|4567|73|11|20|0|11|48|55|0|11|14|21|27|29|0|11|27|29
95000US1715930|Fremont School District 79, IL|1715930|2014-2018||20490|1009|17452|1076|746|468|18|21|1688|490|0|20|80|99|506|220|222|170|284|147
97000US0614400|Fremont Unified School District, CA|0614400|2014-2018||233083|95|56246|1769|7190|975|1041|208|136132|2300|2125|575|18877|1777|11472|1128|2781|560|8691|982
96000US0614430|Fremont Union High School District, CA|0614430|2014-2018||235574|1670|83229|2215|3347|687|883|375|130630|2063|451|319|8208|1352|8826|796|1262|459|7564|666
97000US1912120|Fremont-Mills Community School District, IA|1912120|2014-2018||2484|200|2376|199|27|31|29|25|2|4|0|9|0|9|50|39|4|5|46|40
95000US0614490|French Gulch-Whiskeytown Elementary School District, CA|0614490|2014-2018||510|88|464|79|2|3|4|4|8|9|5|8|2|4|25|23|7|9|18|21
97000US2307590|Frenchboro, ME|2307590|2014-2018||12|12|12|12|0|10|0|10|0|10|0|10|0|10|0|10|0|10|0|10
95000US4105310|Frenchglen School District 16, OR|4105310|2014-2018||125|48|88|30|0|12|14|18|0|12|0|12|0|12|23|25|0|12|23|25
97000US0803930|Frenchman School District RE-3, CO|0803930|2014-2018||1247|203|1184|184|0|12|5|9|2|4|0|12|9|13|47|46|0|12|47|46
95000US3405700|Frenchtown Borough School District, NJ|3405700|2014-2018||1297|196|1201|187|22|23|0|12|44|44|0|12|25|33|5|7|0|12|5|7
97000US3011520|Frenchtown K-12 Schools, MT|3011520|2014-2018||6952|845|6379|830|47|76|219|175|66|75|0|14|33|51|208|166|42|46|166|154
97000US4819830|Frenship Independent School District, TX|4819830|2014-2018||51663|1686|43311|1794|2071|555|568|331|1635|503|0|31|2472|612|1606|407|273|145|1333|382
95000US0614520|Freshwater Elementary School District, CA|0614520|2014-2018||2544|311|2336|285|0|12|84|56|36|33|0|12|13|14|75|46|0|12|75|46
97000US0614550|Fresno Unified School District, CA|0614550|2014-2018||390426|3345|229007|4051|31976|1337|4612|867|43838|1506|533|154|65766|3483|14694|1391|3471|559|11223|1205
97000US3611610|Frewsburg Central School District, NY|3611610|2014-2018||4439|304|4399|304|28|41|0|12|11|18|0|12|1|2|0|12|0|12|0|12
97000US2712420|Fridley Public School District, MN|2712420|2014-2018||15600|778|10551|609|2719|456|237|203|1159|482|14|27|506|395|414|172|79|79|335|141
95000US4012210|Friend Public School, OK|4012210|2014-2018||1170|197|1077|185|8|9|21|23|0|9|0|9|7|8|57|40|0|9|57|40
97000US3100096|Friend Public Schools, NE|3100096|2014-2018||1587|169|1474|168|46|43|16|20|14|34|0|9|2|4|35|41|19|22|16|35
97000US3611640|Friendship Central School District, NY|3611640|2014-2018||2110|313|2067|304|8|41|0|12|0|12|0|12|0|12|35|51|0|12|35|51
97000US4819950|Friendswood Independent School District, TX|4819950|2014-2018||27901|45|24983|454|261|127|85|66|1905|362|0|25|193|104|474|230|65|65|409|212
95000US5512880|Friess Lake School District, WI|5512880|2014-2018||2206|272|2025|218|0|9|0|9|119|137|0|9|17|28|45|37|0|9|45|37
95000US4012240|Frink-Chambers Public School, OK|4012240|2014-2018||2052|177|1483|166|22|23|180|59|26|21|4|6|0|9|337|63|0|9|337|63
97000US4819980|Friona Independent School District, TX|4819980|2014-2018||4910|254|3602|415|54|49|52|48|0|13|24|37|734|271|444|195|261|122|183|144
97000US4820010|Frisco Independent School District, TX|4820010|2014-2018||236524|2628|151524|2645|22196|2164|1079|269|48247|1703|173|121|4885|1004|8420|943|1753|494|6667|782
95000US3011550|Froid Elementary School District, MT|3011550|2014-2018||371|102|332|97|0|10|20|19|0|10|0|10|0|10|19|18|0|10|19|18
96000US3011580|Froid High School District, MT|3011580|2014-2018||463|108|395|100|0|10|46|31|0|10|0|10|0|10|22|19|0|10|22|19
97000US3011650|Fromberg K-12, MT|3011650|2014-2018||1065|153|1035|151|0|10|25|22|0|10|0|10|0|10|5|7|0|10|5|7
97000US2006300|Frontenac Public Schools Unified School District 249, KS|2006300|2014-2018||3831|189|3779|192|0|10|6|8|16|26|0|10|0|10|30|28|0|10|30|28
97000US3611670|Frontier Central School District, NY|3611670|2014-2018||37274|674|35869|729|419|234|187|109|233|178|13|21|127|103|426|265|14|22|412|263
95000US3011670|Frontier Elementary School District, MT|3011670|2014-2018||497|123|225|60|13|20|206|81|0|10|0|10|8|10|45|32|0|10|45|32
97000US3905049|Frontier Local School District, OH|3905049|2014-2018||4456|433|4334|434|21|32|0|11|0|11|0|11|0|11|101|74|0|11|101|74
97000US4000020|Frontier Public Schools, OK|4000020|2014-2018||1627|163|813|123|4|7|472|86|7|9|3|4|41|34|287|70|9|11|278|70
97000US1803810|Frontier School Corporation, IN|1803810|2014-2018||4043|131|3988|134|0|11|0|11|3|6|0|11|0|11|52|40|4|8|48|40
96000US2505100|Frontier School District, MA|2505100|2014-2018||12018|259|10779|344|233|154|15|19|533|252|65|101|77|78|316|147|50|71|266|128
97000US4820040|Frost Independent School District, TX|4820040|2014-2018||1718|265|1570|242|62|48|5|5|0|13|0|13|55|49|26|34|0|13|26|34
97000US1601140|Fruitland School District 373, ID|1601140|2014-2018||8521|449|7531|540|54|60|0|17|136|114|0|17|398|303|402|208|0|17|402|208
97000US2615390|Fruitport Community Schools, MI|2615390|2014-2018||18587|498|17797|607|315|218|34|39|49|46|0|16|62|51|330|153|35|47|295|140
95000US0614700|Fruitvale Elementary School District, CA|0614700|2014-2018||19772|956|15018|953|544|182|196|150|1268|348|112|140|1246|409|1388|423|383|254|1005|341
97000US4820070|Fruitvale Independent School District, TX|4820070|2014-2018||1908|265|1825|264|19|26|40|55|4|7|0|13|0|13|20|24|2|5|18|24
97000US2712480|Fulda Public School District, MN|2712480|2014-2018||2475|174|2357|171|5|5|14|14|61|49|0|9|0|9|38|21|0|9|38|21
95000US0614730|Fullerton Elementary School District, CA|0614730|2014-2018||121100|1219|67576|2347|3139|567|507|233|29560|1400|442|293|14277|1884|5599|840|1099|328|4500|767
96000US0614760|Fullerton Joint Union High School District, CA|0614760|2014-2018||257293|1874|142791|3161|5934|714|1344|342|56167|1855|777|371|39375|2560|10905|1179|3394|660|7511|942
97000US3100091|Fullerton Public Schools, NE|3100091|2014-2018||1961|155|1929|152|16|18|14|14|0|9|0|9|2|4|0|9|0|9|0|9
97000US2912550|Fulton 58 School District, MO|2912550|2014-2018||18802|676|16737|763|1471|274|43|56|147|92|0|17|118|60|286|170|22|41|264|160
97000US3611700|Fulton City School District, NY|3611700|2014-2018||20367|571|19870|601|26|22|63|37|21|20|0|22|55|39|332|141|0|22|332|141
97000US1711400|Fulton County Community Unit School District 3, IL|1711400|2014-2018||3328|249|3203|229|91|89|1|2|0|11|0|11|5|8|28|40|0|11|28|40
97000US1302280|Fulton County School District, GA|1302280|2014-2018||580728|75|288006|2896|213980|2681|2730|758|52751|1246|179|66|10281|1729|12801|1475|1279|354|11522|1418
97000US2102100|Fulton County School District, KY|2102100|2014-2018||3614|240|2620|214|925|151|6|9|3|6|0|11|20|27|40|41|14|18|26|31
97000US2102070|Fulton Independent School District, KY|2102070|2014-2018||2596|240|1863|218|625|166|16|18|4|7|0|11|12|25|76|48|0|11|76|48
97000US2615420|Fulton Schools, MI|2615420|2014-2018||4802|281|4664|262|5|8|0|10|4|5|0|10|6|9|123|68|12|16|111|61
97000US2712580|G.F.W., MN|2712580|2014-2018||5853|243|5451|243|53|35|40|19|53|34|0|12|209|105|47|27|5|5|42|27
97000US3800043|Gackle-Streeter Public School District 56, ND|3800043|2014-2018||1067|149|1044|146|2|4|6|6|6|11|0|9|1|4|8|12|0|9|8|12
97000US0101620|Gadsden City School District, AL|0101620|2014-2018||35624|33|20779|617|12884|575|415|159|387|186|0|25|453|277|706|180|0|25|706|180
97000US1200600|Gadsden County School District, FL|1200600|2014-2018||46017|*****|19100|291|25658|319|74|48|280|90|15|16|383|246|507|275|20|30|487|274
95000US0403240|Gadsden Elementary District, AZ|0403240|2014-2018||30328|637|23198|1474|28|30|0|26|0|26|0|26|7026|1361|76|100|36|56|40|60
97000US3501080|Gadsden Independent Schools, NM|3501080|2014-2018||66085|1949|58582|2062|257|112|421|197|198|145|26|47|5992|1339|609|271|329|251|280|140
97000US3904696|Gahanna-Jefferson City School District, OH|3904696|2014-2018||47269|1003|37049|1169|6771|911|61|75|1863|458|0|24|351|241|1174|394|13|21|1161|388
97000US1302310|Gainesville City School District, GA|1302310|2014-2018||38624|55|28212|1082|6360|707|124|114|985|447|0|28|1825|765|1118|425|202|176|916|380
97000US4820220|Gainesville Independent School District, TX|4820220|2014-2018||19020|558|16547|602|915|139|188|94|320|58|0|21|150|98|900|282|37|55|863|295
97000US2912600|Gainesville R-V School District, MO|2912600|2014-2018||4160|377|3930|372|3|6|32|37|0|11|0|11|35|57|160|97|0|11|160|97
95000US3011730|Galata Elementary School District, MT|3011730|2014-2018||319|100|302|92|0|10|17|37|0|10|0|10|0|10|0|10|0|10|0|10
97000US1716020|Galatia Community Unit School District 1, IL|1716020|2014-2018||2303|213|2272|215|5|9|0|11|4|7|0|11|8|14|14|17|0|11|14|17
97000US5101560|Galax City Public Schools, VA|5101560|2014-2018||6638|*****|5819|281|611|248|0|17|19|25|0|17|142|129|47|47|22|36|25|32
97000US0200130|Galena City School District, AK|0200130|2014-2018||510|67|174|42|0|9|301|50|6|7|0|9|0|9|29|11|0|9|29|11
97000US4820250|Galena Park Independent School District, TX|4820250|2014-2018||88884|2308|63904|2334|15804|1181|642|297|1834|578|13|20|5506|884|1181|362|304|114|877|342
97000US2912630|Galena R-II School District, MO|2912630|2014-2018||3243|553|3122|542|0|11|21|32|0|11|0|11|0|11|100|75|0|11|100|75
97000US2006360|Galena Unified School District 499, KS|2006360|2014-2018||3432|182|3177|199|0|10|129|77|38|47|0|10|0|10|88|66|0|10|88|66
97000US1716050|Galena Unit School District 120, IL|1716050|2014-2018||5867|313|5800|315|21|14|0|15|0|15|0|15|21|26|25|28|11|16|14|22
97000US1716080|Galesburg Community Unit School District 205, IL|1716080|2014-2018||33867|329|27162|461|4392|233|154|176|496|99|0|23|919|386|744|187|103|73|641|189
97000US2615450|Galesburg-Augusta Community School District, MI|2615450|2014-2018||7265|492|6885|482|159|92|5|7|3|4|0|14|0|14|213|75|31|28|182|75
97000US5504960|Galesville-Ettrick-Trempealeau School District, WI|5504960|2014-2018||8995|258|8777|262|21|17|15|22|64|36|0|12|0|12|118|42|0|12|118|42
97000US4210530|Galeton Area School District, PA|4210530|2014-2018||2714|158|2682|158|4|6|6|6|3|6|0|10|5|8|14|8|0|10|14|8
97000US2615480|Galien Township School District, MI|2615480|2014-2018||2717|225|2589|223|17|16|37|42|17|18|0|10|6|9|51|26|0|10|51|26
97000US3904402|Galion City School District, OH|3904402|2014-2018||12717|315|12336|327|129|107|14|16|14|22|0|18|73|100|151|85|0|18|151|85
97000US1700045|Gallatin Community Unit School District 7, IL|1700045|2014-2018||4729|124|4564|132|12|14|27|42|22|27|0|11|13|15|91|49|14|19|77|48
97000US2102130|Gallatin County School District, KY|2102130|2014-2018||8703|*****|8134|107|158|46|0|16|6|10|0|16|244|108|161|53|15|21|146|45
95000US3011790|Gallatin Gateway Elementary School District, MT|3011790|2014-2018||1745|239|1674|245|8|13|11|23|0|10|0|10|0|10|52|32|0|10|52|32
97000US2912660|Gallatin R-V School District, MO|2912660|2014-2018||3040|253|2956|258|7|16|0|11|7|6|0|11|23|22|47|38|3|5|44|37
97000US3906568|Gallia County Local School District, OH|3906568|2014-2018||15723|506|15079|525|341|116|36|43|48|39|0|18|16|16|203|114|0|18|203|114
97000US3904403|Gallipolis City School District, OH|3904403|2014-2018||14316|449|13273|494|375|152|80|82|158|45|33|49|21|32|376|157|25|45|351|148
95000US3405730|Galloway Township School District, NJ|3405730|2014-2018||36437|32|25709|921|4253|629|84|88|3566|556|14|23|1559|452|1252|413|442|275|810|287
97000US3501110|Gallup-McKinley County Schools, NM|3501110|2014-2018||63289|621|10798|708|484|73|46616|918|673|108|30|20|2657|627|2031|509|276|144|1755|490
95000US0614790|Galt Joint Union Elementary School District, CA|0614790|2014-2018||31510|899|24530|1111|456|252|171|113|1520|327|10|16|2849|812|1974|569|154|77|1820|563
96000US0614820|Galt Joint Union High School District, CA|0614820|2014-2018||39875|1019|30956|1191|554|238|340|227|1954|400|31|29|3237|814|2803|669|205|85|2598|677
97000US1716140|Galva Community Unit School District 224, IL|1716140|2014-2018||3322|120|3215|129|18|22|0|11|12|18|0|11|28|29|49|40|7|10|42|37
97000US1912230|Galva-Holstein Community School District, IA|1912230|2014-2018||2674|139|2551|134|4|6|35|32|0|9|0|9|27|16|57|43|2|3|55|42
97000US4820280|Galveston Independent School District, TX|4820280|2014-2018||53037|485|40037|845|9178|675|239|108|1635|355|10|12|704|214|1234|268|258|92|976|256
97000US3611730|Galway Central School District, NY|3611730|2014-2018||7734|469|7423|472|21|27|65|91|27|35|0|17|3|5|195|188|88|121|107|133
97000US4820310|Ganado Independent School District, TX|4820310|2014-2018||3713|486|3245|459|53|51|0|13|29|41|0|13|313|296|73|52|28|34|45|37
97000US0403290|Ganado Unified District, AZ|0403290|2014-2018||7503|404|85|34|19|24|7190|409|31|39|8|7|30|35|140|58|15|21|125|55
97000US3611740|Gananda Central School District, NY|3611740|2014-2018||5746|497|5525|492|52|54|0|17|43|39|0|17|16|23|110|99|0|17|110|99
95000US2615510|Ganges School District 4, MI|2615510|2014-2018||364|70|364|70|0|10|0|10|0|10|0|10|0|10|0|10|0|10|0|10
97000US4012390|Gans Public Schools, OK|4012390|2014-2018||1680|166|1138|161|48|39|287|71|6|8|6|10|20|20|175|48|0|9|175|48
97000US3905027|Garaway Local School District, OH|3905027|2014-2018||11189|531|10971|562|28|39|0|18|7|10|0|18|22|35|161|159|0|18|161|159
97000US4012420|Garber Public Schools, OK|4012420|2014-2018||1909|215|1671|202|0|9|61|49|1|4|0|9|26|30|150|89|3|5|147|89
97000US2615540|Garden City School District, MI|2615540|2014-2018||27427|315|25521|534|789|242|93|78|293|123|0|18|171|153|560|304|36|30|524|301
97000US2006390|Garden City Unified School District 457, KS|2006390|2014-2018||33723|288|26750|900|945|137|100|52|1476|140|0|22|3326|725|1126|301|188|142|938|291
97000US3611760|Garden City Union Free School District, NY|3611760|2014-2018||22533|23|20756|411|395|394|0|22|695|213|0|22|294|184|393|162|111|96|282|117
97000US3170800|Garden County Schools, NE|3170800|2014-2018||1907|128|1876|127|4|6|8|9|0|9|0|9|7|9|12|9|0|9|12|9
97000US0614880|Garden Grove Unified School District, CA|0614880|2014-2018||283488|2020|102374|3013|2474|429|1586|490|116951|2389|681|366|52262|2695|7160|784|1499|284|5661|701
97000US1601170|Garden Valley School District 71, ID|1601170|2014-2018||2454|293|2362|283|16|22|14|14|8|12|0|12|0|12|54|52|0|12|54|52
95000US3011820|Gardiner Elementary School District, MT|3011820|2014-2018||1350|188|1300|190|0|10|3|4|5|8|9|14|0|10|33|28|12|20|21|19
96000US3011850|Gardiner High School District, MT|3011850|2014-2018||1421|192|1371|194|0|10|3|4|5|8|9|14|0|10|33|28|12|20|21|19
95000US1716230|Gardner Community Consolidated School District 72C, IL|1716230|2014-2018||1861|209|1808|198|6|7|2|3|38|44|0|11|7|9|0|11|0|11|0|11
97000US2006420|Gardner Edgerton Unified School District 231, KS|2006420|2014-2018||27441|351|24416|579|777|243|151|75|545|268|25|32|317|178|1210|286|91|64|1119|285
97000US2505130|Gardner School District, MA|2505130|2014-2018||20555|22|18471|378|488|191|10|16|328|161|0|23|504|229|754|233|78|51|676|228
96000US1716260|Gardner-South Wilmington Township High School District, IL|1716260|2014-2018||4294|280|4203|278|6|7|2|3|43|45|0|11|13|12|27|23|0|11|27|23
97000US3405760|Garfield City School District, NJ|3405760|2014-2018||31578|47|26268|865|1338|472|35|53|861|254|18|17|1982|701|1076|324|181|114|895|309
96000US3011880|Garfield County High School District, MT|3011880|2014-2018||1141|114|1140|114|0|10|0|10|0|10|0|10|0|10|1|3|0|10|1|3
97000US0804380|Garfield County School District 16, CO|0804380|2014-2018||6634|517|5659|622|36|53|125|125|48|56|0|17|579|393|187|124|15|24|172|118
95000US0614910|Garfield Elementary School District, CA|0614910|2014-2018||365|83|359|82|0|12|0|12|2|3|0|12|0|12|4|7|0|12|4|7
97000US3904404|Garfield Heights City School District, OH|3904404|2014-2018||25972|340|13431|544|11567|745|54|53|194|125|5|11|266|139|455|218|29|47|426|218
97000US4900300|Garfield School District, UT|4900300|2014-2018||5017|*****|4700|78|12|18|164|55|5|6|22|26|44|56|70|43|12|24|58|33
97000US5303000|Garfield School District, WA|5303000|2014-2018||773|106|766|105|5|6|2|3|0|12|0|12|0|12|0|12|0|12|0|12
97000US0806240|Garfield School District RE-2, CO|0806240|2014-2018||25569|852|22794|908|108|63|219|172|88|101|0|22|1808|640|552|265|108|81|444|251
97000US4820340|Garland Independent School District, TX|4820340|2014-2018||296415|1136|193016|3074|43390|1990|1417|358|30696|1622|127|96|17332|2030|10437|1467|2430|765|8007|1216
97000US4820370|Garner Independent School District, TX|4820370|2014-2018||1764|271|1634|260|55|54|25|20|0|13|0|13|35|31|15|20|3|5|12|19
97000US1912330|Garner-Hayfield-Ventura Community School District, IA|1912330|2014-2018||5822|306|5688|316|24|32|12|16|6|10|8|11|1|3|83|74|20|26|63|67
97000US4210590|Garnet Valley School District, PA|4210590|2014-2018||29419|34|24027|720|1672|435|0|19|2836|512|0|19|115|91|769|295|19|25|750|295
97000US2006450|Garnett Unified School District 365, KS|2006450|2014-2018||6652|237|6417|225|27|30|166|9|0|15|0|15|0|15|42|48|37|48|5|7
97000US2102160|Garrard County School District, KY|2102160|2014-2018||17328|*****|16656|65|192|84|70|67|24|29|0|18|45|51|341|98|18|29|323|94
97000US4626370|Garretson School District 49-4, SD|4626370|2014-2018||2447|256|2276|230|72|86|42|61|9|14|7|11|0|9|41|27|0|9|41|27
97000US2400360|Garrett County Public Schools, MD|2400360|2014-2018||29376|*****|28445|55|228|59|50|40|114|27|8|15|38|41|493|98|43|43|450|96
97000US1803840|Garrett-Keyser-Butler Community Schools, IN|1803840|2014-2018||9665|262|9459|260|15|20|7|7|9|13|0|16|38|57|137|65|0|16|137|65
