GeoId|Geography|LEAID|Year|Iteration|B02001_1est|B02001_1moe|B02001_2est|B02001_2moe|B02001_3est|B02001_3moe|B02001_4est|B02001_4moe|B02001_5est|B02001_5moe|B02001_6est|B02001_6moe|B02001_7est|B02001_7moe|B02001_8est|B02001_8moe|B02001_9est|B02001_9moe|B02001_10est|B02001_10moe
97000US2700106|A.C.G.C. Public School District, MN|2700106|2014-2018||5663|242|5576|235|3|4|7|6|8|8|0|12|33|19|36|20|7|7|29|18
97000US4500690|Abbeville County School District, SC|4500690|2014-2018||23553|252|16552|217|6325|278|0|23|80|109|0|23|51|43|545|205|52|67|493|206
97000US5500030|Abbotsford School District, WI|5500030|2014-2018||3644|247|3339|251|19|15|4|7|8|6|0|9|241|106|33|25|0|9|33|25
97000US4807380|Abbott Independent School District, TX|4807380|2014-2018||846|157|813|158|6|9|15|14|0|13|0|13|12|14|0|13|0|13|0|13
97000US0601620|ABC Unified School District, CA|0601620|2014-2018||107256|1060|29011|1494|6685|804|539|224|45448|1356|510|273|20125|1181|4938|747|1923|566|3015|473
97000US2800360|Aberdeen School District, MS|2800360|2014-2018||9093|525|3009|430|5963|445|8|13|0|18|0|18|6|11|107|95|0|18|107|95
97000US5300030|Aberdeen School District, WA|5300030|2014-2018||20093|450|17586|608|93|72|843|237|333|165|124|85|196|135|918|257|19|33|899|260
97000US4602070|Aberdeen School District 06-1, SD|4602070|2014-2018||33531|407|29792|425|817|58|1192|229|1153|73|0|20|31|31|546|239|18|30|528|238
97000US1600030|Aberdeen School District 58, ID|1600030|2014-2018||3950|489|2597|409|0|12|116|147|17|33|0|12|1086|352|134|92|26|33|108|89
97000US4807410|Abernathy Independent School District, TX|4807410|2014-2018||3600|405|3381|405|13|12|8|9|0|13|0|13|69|44|129|72|20|23|109|65
97000US4807440|Abilene Independent School District, TX|4807440|2014-2018||102029|1146|74347|1777|9927|421|988|276|2193|394|44|55|11678|1225|2852|421|888|264|1964|389
97000US2003180|Abilene Unified School District 435, KS|2003180|2014-2018||8602|293|8258|309|117|78|94|56|0|15|0|15|36|34|97|80|12|18|85|77
97000US1701413|Abingdon-Avon Community Unit School District 276, IL|1701413|2014-2018||6260|497|6135|503|29|35|0|15|0|15|0|15|0|15|96|88|0|15|96|88
97000US4202010|Abington Heights School District, PA|4202010|2014-2018||23288|336|22137|400|276|153|16|19|388|129|0|19|22|18|449|257|82|55|367|247
97000US4202040|Abington School District, PA|4202040|2014-2018||58110|38|46445|880|6680|597|16|21|2613|535|19|26|425|213|1912|359|88|66|1824|360
97000US2501650|Abington School District, MA|2501650|2014-2018||16330|56|14878|423|281|175|0|19|605|281|0|19|182|178|384|199|64|53|320|189
95000US3001710|Absarokee Elementary School District, MT|3001710|2014-2018||1660|216|1589|209|0|10|51|68|20|30|0|10|0|10|0|10|0|10|0|10
96000US3001740|Absarokee High School District, MT|3001740|2014-2018||2077|181|1998|169|2|3|54|67|20|30|0|10|0|10|3|4|0|10|3|4
97000US3400660|Absecon City School District, NJ|3400660|2014-2018||8289|37|6574|227|741|142|0|17|427|98|15|20|299|138|233|251|0|17|233|251
97000US1700105|A-C Central Community Unit School District 262, IL|1700105|2014-2018||2611|190|2515|183|8|13|17|21|0|11|0|11|14|23|57|39|7|9|50|39
97000US4807470|Academy Independent School District, TX|4807470|2014-2018||6894|795|5838|763|303|205|0|19|339|199|0|19|90|73|324|169|109|135|215|127
97000US0801920|Academy School District 20, CO|0801920|2014-2018||108875|1660|95005|1662|3345|590|475|192|3775|450|212|122|1993|657|4070|854|565|221|3505|772
97000US2200030|Acadia Parish School District, LA|2200030|2014-2018||62568|*****|49471|404|11139|454|20|34|42|41|10|19|544|418|1342|471|47|64|1295|458
96000US0601650|Acalanes Union High School District, CA|0601650|2014-2018||118688|1540|91587|1570|1536|337|208|98|16500|1079|354|137|1731|422|6772|871|528|229|6244|835
97000US5100060|Accomack County Public Schools, VA|5100060|2014-2018||32742|*****|22372|137|9574|121|176|76|74|59|0|25|230|125|316|145|17|20|299|142
97000US4002370|Achille Public Schools, OK|4002370|2014-2018||2454|189|1902|174|56|31|335|72|0|9|0|9|36|47|125|41|7|9|118|40
95000US0601680|Ackerman Elementary School District, CA|0601680|2014-2018||2783|387|2434|372|0|12|2|6|61|57|0|12|67|66|219|110|0|12|219|110
97000US2302220|Acton, ME|2302220|2014-2018||2569|23|2494|65|12|18|38|58|0|10|0|10|0|10|25|36|0|10|25|36
97000US0600001|Acton-Agua Dulce Unified School District, CA|0600001|2014-2018||12321|694|10734|729|181|76|42|38|312|161|0|19|735|269|317|128|50|35|267|124
97000US2501710|Acton-Boxborough Regional School District, MA|2501710|2014-2018||29355|56|20596|640|448|209|23|38|7160|641|26|41|219|155|883|309|28|32|855|317
95000US2501740|Acushnet School District, MA|2501740|2014-2018||10483|18|9631|343|8|14|0|19|164|211|0|19|372|244|308|170|146|115|162|118
97000US3904518|Ada Exempted Village School District, OH|3904518|2014-2018||7686|137|7025|185|130|53|0|16|227|47|0|16|88|108|216|89|57|47|159|72
97000US4002430|Ada Public Schools, OK|4002430|2014-2018||16067|361|10648|382|546|119|1543|222|293|59|30|27|225|119|2782|373|76|49|2706|372
97000US2700126|Ada-Borup Public School District, MN|2700126|2014-2018||2622|140|2376|135|8|12|89|63|8|9|0|9|70|51|71|24|5|7|66|24
97000US2922980|Adair County R-I School District, MO|2922980|2014-2018||1827|228|1765|219|0|11|4|6|18|17|0|11|16|19|24|22|0|11|24|22
97000US2905790|Adair County R-II School District, MO|2905790|2014-2018||1236|231|1235|231|0|11|0|11|0|11|0|11|0|11|1|2|0|11|1|2
97000US2100030|Adair County School District, KY|2100030|2014-2018||19241|*****|18201|107|631|167|44|68|66|54|0|18|93|101|206|131|21|28|185|127
97000US4002460|Adair Public Schools, OK|4002460|2014-2018||4904|451|3547|394|16|27|686|188|10|13|23|33|28|30|594|123|6|9|588|123
97000US1903090|Adair-Casey Community School District, IA|1903090|2014-2018||2042|221|1946|218|14|13|0|9|21|14|0|9|4|6|57|34|0|9|57|34
97000US1800060|Adams Central Community Schools, IN|1800060|2014-2018||8632|595|8594|595|16|23|7|11|2|4|0|16|2|3|11|12|5|8|6|9
97000US3102770|Adams Central Public Schools, NE|3102770|2014-2018||5471|371|5266|364|22|24|0|13|76|75|0|13|14|15|93|67|15|20|78|67
97000US0801950|Adams County School District 14, CO|0801950|2014-2018||41015|1303|33386|1803|1947|580|502|241|226|123|13|19|3451|696|1490|565|265|134|1225|541
97000US3906190|Adams County/Ohio Valley Local School District, OH|3906190|2014-2018||23484|520|22785|541|109|100|87|78|41|55|0|21|43|60|419|147|0|21|419|147
95000US3801680|Adams Public School District 128, ND|3801680|2014-2018||350|67|310|56|0|9|0|9|2|3|0|9|33|34|5|6|0|9|5|6
97000US2601890|Adams Township School District, MI|2601890|2014-2018||2835|118|2725|130|0|10|0|10|34|37|0|10|0|10|76|46|0|10|76|46
97000US0802340|Adams-Arapahoe School District 28J, CO|0802340|2014-2018||228354|1564|124526|2949|41170|1585|2902|637|14255|1320|927|276|32131|2129|12443|1342|3027|598|9416|1144
97000US2501780|Adams-Cheshire School District, MA|2501780|2014-2018||11344|24|11047|145|75|76|17|18|49|40|0|19|20|22|136|66|9|17|127|62
96000US2525008|Adams-Cheshire School District in Savoy (7-12), MA|2525008|2014-2018||719|83|648|66|57|47|2|3|0|12|0|12|2|3|10|10|0|12|10|10
97000US5500060|Adams-Friendship Area School District, WI|5500060|2014-2018||13951|200|12701|188|490|58|154|44|126|37|0|14|170|67|310|86|47|27|263|85
97000US3602370|Addison Central School District, NY|3602370|2014-2018||6899|285|6734|293|22|18|12|15|4|6|0|17|40|37|87|39|2|3|85|39
97000US5099903|Addison Central Supervisory Union, VT|5099903|2014-2018||14487|281|12936|293|370|87|89|40|541|102|0|15|149|72|402|103|29|34|373|98
97000US2601920|Addison Community Schools, MI|2601920|2014-2018||7622|348|7443|345|30|39|11|14|24|27|0|14|0|14|114|63|0|14|114|63
97000US5099901|Addison Northeast Supervisory Union, VT|5099901|2014-2018||10903|248|10474|274|96|78|17|18|144|79|0|15|29|28|143|62|0|15|143|62
97000US5099902|Addison Northwest Supervisory Union, VT|5099902|2014-2018||7878|178|7810|180|7|8|5|8|2|3|0|13|0|13|54|31|3|4|51|31
97000US5099904|Addison Rutland Supervisory Union, VT|5099904|2014-2018||10297|211|10036|218|77|49|14|21|48|29|0|15|34|31|88|47|17|16|71|40
95000US1703150|Addison School District 4, IL|1703150|2014-2018||37668|532|28697|1305|793|352|42|46|2784|526|32|44|4205|997|1115|469|363|258|752|387
97000US4100990|Adel School District 21, OR|4100990|2014-2018||116|47|116|47|0|12|0|12|0|12|0|12|0|12|0|12|0|12|0|12
95000US0601710|Adelanto Elementary School District, CA|0601710|2014-2018||55471|2496|32646|2778|11451|1632|447|271|1902|568|157|175|5676|1133|3192|796|980|411|2212|646
97000US1903150|Adel-De Soto-Minburn Community School District, IA|1903150|2014-2018||7996|315|7754|313|23|35|38|50|51|42|19|25|0|13|111|60|0|13|111|60
97000US3904949|Adena Local School District, OH|3904949|2014-2018||6995|378|6594|426|258|136|5|8|0|16|0|16|40|49|98|60|0|16|98|60
97000US3605040|Adirondack Central School District, NY|3605040|2014-2018||8429|350|8182|316|29|26|8|13|73|79|7|11|12|16|118|62|27|36|91|46
96000US1732580|Adlai E. Stevenson High School District 125, IL|1732580|2014-2018||61902|845|44050|1009|1513|649|96|78|14492|950|9|16|511|452|1231|265|160|101|1071|252
97000US5300060|Adna School District, WA|5300060|2014-2018||3551|524|3480|517|0|12|18|23|0|12|0|12|0|12|53|47|0|12|53|47
97000US2601950|Adrian City School District, MI|2601950|2014-2018||29587|673|26579|794|1195|303|113|77|76|49|0|18|749|284|875|203|78|63|797|191
97000US4807500|Adrian Independent School District, TX|4807500|2014-2018||189|50|186|50|0|13|0|13|1|2|0|13|1|5|1|3|0|13|1|3
97000US2702730|Adrian Public School District, MN|2702730|2014-2018||2275|102|2153|97|25|23|0|9|33|31|0|9|20|18|44|22|2|2|42|22
97000US2902850|Adrian R-III School District, MO|2902850|2014-2018||3747|397|3591|393|14|24|0|11|5|8|0|11|89|89|48|43|0|11|48|43
97000US4101020|Adrian School District 61, OR|4101020|2014-2018||1297|189|1196|184|0|12|2|3|15|11|6|8|30|34|48|46|0|12|48|46
97000US2902880|Advance R-IV School District, MO|2902880|2014-2018||2730|333|2693|336|6|10|0|11|0|11|0|11|4|7|27|31|8|14|19|29
97000US2902910|Affton 101 School District, MO|2902910|2014-2018||27851|1076|25191|993|779|419|72|84|993|532|9|14|209|153|598|211|0|20|598|211
97000US3602400|Afton Central School District, NY|3602400|2014-2018||3712|299|3607|301|51|36|17|16|7|14|0|12|0|12|30|20|0|12|30|20
97000US4002520|Afton Public Schools, OK|4002520|2014-2018||2904|211|2071|181|0|9|667|121|13|15|19|19|2|3|132|55|12|11|120|53
97000US4600042|Agar-Blunt-Onida School District 58-3, SD|4600042|2014-2018||1902|198|1763|184|0|9|92|68|0|9|0|9|0|9|47|35|0|9|47|35
97000US0801980|Agate School District 300, CO|0801980|2014-2018||789|138|745|130|0|12|14|11|0|12|0|12|3|4|27|36|0|12|27|36
97000US2501800|Agawam School District, MA|2501800|2014-2018||28744|28|26945|480|494|267|19|23|724|334|0|23|142|133|420|204|53|63|367|217
97000US4002550|Agra Public Schools, OK|4002550|2014-2018||1562|159|1371|146|12|15|68|29|26|35|0|9|5|6|80|46|2|3|78|47
97000US4807530|Agua Dulce Independent School District, TX|4807530|2014-2018||1418|275|1305|240|21|35|0|13|0|13|0|13|85|122|7|10|7|10|0|13
96000US0400450|Agua Fria Union High School District, AZ|0400450|2014-2018||142974|2023|106491|2600|11196|1234|2051|584|6600|762|266|174|9103|1439|7267|1103|936|311|6331|983
95000US0400480|Aguila Elementary District, AZ|0400480|2014-2018||1462|445|1282|452|0|12|43|71|10|17|0|12|102|171|25|39|0|12|25|39
97000US0802010|Aguilar Reorganized School District 6, CO|0802010|2014-2018||1100|213|914|167|0|12|39|33|0|12|0|12|114|86|33|49|0|12|33|49
97000US1903060|AGWSR Community School District, IA|1903060|2014-2018||4781|295|4672|288|6|8|15|20|0|9|0|9|39|42|49|35|3|6|46|34
97000US1904080|AHSTW Community School District, IA|1904080|2014-2018||4419|290|4373|287|9|17|6|12|0|9|0|9|2|4|29|29|0|9|29|29
97000US4500720|Aiken County School District, SC|4500720|2014-2018||169291|280|119363|631|42074|569|595|226|1635|247|76|86|1697|570|3851|662|411|248|3440|613
97000US3102790|Ainsworth Community Schools, NE|3102790|2014-2018||2984|105|2908|106|1|3|7|8|10|12|0|9|0|9|58|13|0|9|58|13
97000US2302500|Airline Community School District, ME|2302500|2014-2018||501|82|433|63|0|10|53|55|0|10|0|10|0|10|15|13|0|10|15|13
97000US2601980|Airport Community School District, MI|2601980|2014-2018||19736|876|18426|852|661|321|125|77|104|73|0|16|173|141|247|127|0|16|247|127
97000US2702760|Aitkin Public School District, MN|2702760|2014-2018||9541|216|9164|210|58|25|93|47|47|15|14|16|35|33|130|38|0|12|130|38
97000US0400520|Ajo Unified District, AZ|0400520|2014-2018||3279|551|2303|549|0|12|606|354|42|61|0|12|245|129|83|75|20|38|63|66
95000US1703210|Akin Community Consolidated School District 91, IL|1703210|2014-2018||835|109|828|109|0|11|0|11|0|11|0|11|0|11|7|11|0|11|7|11
97000US3602430|Akron Central School District, NY|3602430|2014-2018||9498|617|8662|604|105|85|382|111|111|80|0|17|82|72|156|102|7|11|149|98
97000US3904348|Akron City School District, OH|3904348|2014-2018||189047|681|112061|1360|58380|1561|431|146|8846|992|22|25|1038|403|8269|940|228|140|8041|911
97000US0802040|Akron School District R-1, CO|0802040|2014-2018||2679|123|2536|115|58|32|5|11|22|19|0|12|44|35|14|9|4|6|10|8
97000US2602010|Akron-Fairgrove Schools, MI|2602010|2014-2018||3013|224|2834|225|32|32|39|36|5|7|0|10|16|13|87|67|14|15|73|65
97000US1903220|Akron-Westfield Community School District, IA|1903220|2014-2018||2899|283|2859|283|0|9|3|5|0|9|0|9|26|25|11|12|3|5|8|10
04000US01|Alabama, AL|N|2014-2018||4864680|*****|3317453|3345|1293186|2745|25576|1335|64609|1251|2182|546|70055|3631|91619|3331|7079|878|84540|3190
97000US0100190|Alabaster City School District, AL|0100190|2014-2018||32878|57|24168|745|4762|544|113|137|417|262|6|10|2503|641|909|316|152|159|757|274
97000US1200030|Alachua County School District, FL|1200030|2014-2018||263148|*****|182692|661|52592|926|975|162|15736|395|154|45|2213|454|8786|1082|953|283|7833|1030
97000US3700030|Alamance-Burlington Schools, NC|3700030|2014-2018||160576|*****|112786|1034|30742|456|462|140|2509|190|64|19|9933|1079|4080|585|638|288|3442|532
97000US0601770|Alameda City Unified School District, CA|0601770|2014-2018||78462|44|38101|1283|5607|752|308|154|24472|1061|396|166|3147|633|6431|763|866|225|5565|710
95000US4700030|Alamo City School District, TN|4700030|2014-2018||3910|366|3014|300|529|146|0|12|0|12|0|12|311|184|56|38|0|12|56|38
97000US4807590|Alamo Heights Independent School District, TX|4807590|2014-2018||31194|1303|28640|1481|571|268|50|48|477|198|7|13|480|184|969|439|63|58|906|437
97000US3500030|Alamogordo Public Schools, NM|3500030|2014-2018||45066|1005|36994|1206|2140|251|765|303|767|213|126|125|2412|582|1862|480|202|121|1660|433
97000US0802070|Alamosa School District RE-11J, CO|0802070|2014-2018||15247|199|13257|457|191|116|467|245|174|89|65|79|609|322|484|190|121|82|363|167
97000US2621810|Alanson Public Schools, MI|2621810|2014-2018||3906|159|3323|227|3|8|287|198|12|20|0|10|21|28|260|87|5|8|255|87
04000US02|Alaska, AK|N|2014-2018||738516|*****|478834|1368|24129|834|106660|1515|46556|1030|8849|485|11027|1329|62461|1816|3474|548|58987|1783
97000US0200050|Alaska Gateway School District, AK|0200050|2014-2018||2453|188|1240|173|0|9|1009|106|120|51|0|9|0|9|84|44|8|11|76|41
97000US2602040|Alba Public Schools, MI|2602040|2014-2018||1230|189|1203|184|5|8|0|10|7|10|0|10|0|10|15|15|0|10|15|15
97000US4807650|Alba-Golden Independent School District, TX|4807650|2014-2018||6651|751|6297|724|11|19|55|47|0|19|0|19|115|106|173|139|0|19|173|139
97000US3602460|Albany City School District, NY|3602460|2014-2018||97889|68|53066|1314|29258|1222|246|140|6810|766|23|33|3219|894|5267|840|727|429|4540|770
97000US0601860|Albany City Unified School District, CA|0601860|2014-2018||19758|59|9973|544|490|217|172|92|5889|556|106|77|1424|467|1704|262|255|106|1449|265
97000US5600730|Albany County School District 1, WY|5600730|2014-2018||38102|*****|34340|243|463|255|317|75|1166|164|10|11|547|218|1259|302|145|102|1114|273
97000US4807680|Albany Independent School District, TX|4807680|2014-2018||2339|181|2237|178|6|7|0|13|7|11|0|13|19|29|70|37|0|13|70|37
97000US2702930|Albany Public School District, MN|2702930|2014-2018||9531|283|9290|317|100|119|2|4|29|25|0|12|18|28|92|58|3|4|89|58
97000US2902970|Albany R-III School District, MO|2902970|2014-2018||2969|185|2900|175|21|29|7|11|19|12|0|11|0|11|22|26|0|11|22|26
97000US3301350|Albany School District, NH|3301350|2014-2018||772|136|722|138|11|17|4|7|3|5|0|11|2|4|30|38|0|11|30|38
97000US5500120|Albany School District, WI|5500120|2014-2018||3060|197|2939|192|36|42|15|15|14|13|0|9|26|28|30|18|0|9|30|18
97000US5100090|Albemarle County Public Schools, VA|5100090|2014-2018||106355|*****|86739|378|10375|291|209|99|5626|215|30|37|1131|356|2245|413|100|72|2145|406
95000US1703270|Albers School District 63, IL|1703270|2014-2018||1403|200|1362|199|0|11|0|11|0|11|0|11|0|11|41|56|0|11|41|56
97000US1900031|Albert City-Truesdale Community School District, IA|1900031|2014-2018||1413|157|1322|147|42|56|0|9|6|7|0|9|21|23|22|21|0|9|22|21
97000US4202100|Albert Gallatin Area School District, PA|4202100|2014-2018||23309|383|22099|494|483|200|0|19|11|15|66|99|76|65|574|282|4|11|570|283
97000US2702970|Albert Lea Public School District, MN|2702970|2014-2018||23240|251|21298|337|398|63|105|95|631|84|16|21|396|212|396|150|100|87|296|109
97000US3001860|Alberton K-12 Schools, MT|3001860|2014-2018||1924|282|1762|261|2|3|67|80|26|28|0|10|7|9|60|53|0|10|60|53
97000US0100005|Albertville City School District, AL|0100005|2014-2018||21460|40|19595|500|735|232|54|73|124|151|0|22|634|392|318|188|46|50|272|175
97000US1903270|Albia Community School District, IA|1903270|2014-2018||6983|275|6672|414|5|12|0|13|10|29|0|13|110|150|186|175|0|13|186|175
97000US3602520|Albion Central School District, NY|3602520|2014-2018||14690|276|12144|409|1813|359|35|30|49|32|0|19|340|226|309|178|14|18|295|179
95000US4002580|Albion Public School, OK|4002580|2014-2018||565|78|374|59|15|9|125|39|2|4|2|3|0|9|47|23|2|3|45|22
97000US3500060|Albuquerque Public Schools, NM|3500060|2014-2018||682034|846|505272|4041|19339|750|32878|947|17503|741|493|155|77827|3905|28722|1709|11883|1356|16839|1330
97000US1903300|Alburnett Community School District, IA|1903300|2014-2018||3123|384|3026|383|0|9|8|13|64|67|0|9|0|9|25|26|0|9|25|26
97000US4600028|Alcester-Hudson School District 61-1, SD|4600028|2014-2018||2332|273|2318|271|0|9|3|6|6|9|2|4|0|9|3|6|0|9|3|6
97000US4700060|Alcoa City School District, TN|4700060|2014-2018||9473|149|7757|377|1182|266|0|17|108|111|0|17|72|103|354|208|24|39|330|207
97000US2602160|Alcona Community Schools, MI|2602160|2014-2018||6789|179|6576|177|25|16|34|30|19|11|8|8|21|15|106|33|25|19|81|27
97000US2800390|Alcorn School District, MS|2800390|2014-2018||22315|169|21032|420|778|285|0|24|82|45|0|24|209|197|214|125|0|24|214|125
97000US3602550|Alden Central School District, NY|3602550|2014-2018||12904|659|11382|761|1156|307|79|50|64|89|12|20|81|51|130|86|18|17|112|84
97000US1900032|Alden Community School District, IA|1900032|2014-2018||1524|170|1437|170|38|55|0|9|0|9|3|5|36|47|10|11|4|6|6|9
97000US2703030|Alden-Conger Public School District, MN|2703030|2014-2018||1322|144|1304|142|0|9|0|9|4|5|0|9|3|5|11|10|4|5|7|9
97000US1703300|Alden-Hebron School District 19, IL|1703300|2014-2018||3265|323|3096|328|19|31|9|12|8|13|0|11|90|131|43|51|3|5|40|51
95000US3017460|Alder Elementary School District, MT|3017460|2014-2018||264|92|264|92|0|10|0|10|0|10|0|10|0|10|0|10|0|10|0|10
97000US4807710|Aldine Independent School District, TX|4807710|2014-2018||298031|5313|181954|5806|76969|3409|1364|499|8747|1188|242|276|24015|2455|4740|800|1371|427|3369|687
97000US4807780|Aledo Independent School District, TX|4807780|2014-2018||26519|1158|24820|1154|413|226|86|90|162|87|49|38|318|157|671|225|107|82|564|192
97000US0200010|Aleutian Region School District, AK|0200010|2014-2018||466|109|212|80|32|28|63|20|63|54|32|20|6|6|58|33|29|27|29|18
97000US0200007|Aleutians East Borough School District, AK|0200007|2014-2018||3425|*****|605|90|144|86|1349|210|878|127|25|21|159|76|265|46|33|25|232|43
97000US4002670|Alex Public Schools, OK|4002670|2014-2018||1586|182|1487|177|8|11|71|48|0|9|0|9|4|4|16|14|0|9|16|14
97000US2302280|Alexander, ME|2302280|2014-2018||512|69|501|70|0|10|0|10|7|8|0|10|0|10|4|5|0|10|4|5
97000US3602580|Alexander Central School District, NY|3602580|2014-2018||5554|376|5475|379|21|17|15|18|0|17|0|17|35|39|8|8|0|17|8|8
97000US0100030|Alexander City City School District, AL|0100030|2014-2018||17410|576|10553|657|5929|438|81|61|135|119|0|19|540|256|172|133|0|19|172|133
97000US3700090|Alexander County Schools, NC|3700090|2014-2018||37119|*****|32640|253|2105|244|150|62|402|61|31|52|1285|267|506|245|16|21|490|244
97000US3904590|Alexander Local School District, OH|3904590|2014-2018||10200|514|9769|497|124|88|0|18|42|46|0|18|76|83|189|137|0|18|189|137
97000US3801760|Alexander Public School District 2, ND|3801760|2014-2018||775|173|741|169|9|11|2|4|2|3|0|9|3|7|18|21|6|11|12|17
95000US0601890|Alexander Valley Union School District, CA|0601890|2014-2018||897|165|645|120|0|12|11|17|2|4|6|9|216|115|17|15|0|12|17|15
97000US3602670|Alexandria Central School District, NY|3602670|2014-2018||3742|144|3630|164|58|43|0|12|8|12|0|12|9|15|37|35|17|23|20|24
97000US5100120|Alexandria City Public Schools, VA|5100120|2014-2018||156505|*****|97091|989|34246|777|276|178|9553|402|68|54|7137|1037|8134|983|1555|575|6579|774
97000US1800120|Alexandria Community School Corporation, IN|1800120|2014-2018||8642|30|8553|86|6|13|1|3|0|16|0|16|11|15|71|77|4|5|67|76
97000US2703060|Alexandria Public School District, MN|2703060|2014-2018||30214|256|29235|276|163|44|101|55|99|101|0|18|188|87|428|131|46|58|382|116
95000US3400690|Alexandria Township School District, NJ|3400690|2014-2018||4797|21|4686|86|10|15|0|12|89|77|0|12|0|12|12|17|0|12|12|17
97000US3602700|Alfred-Almond Central School District, NY|3602700|2014-2018||7306|216|6441|252|333|110|21|23|261|80|0|17|147|61|103|47|5|10|98|44
97000US5500150|Algoma School District, WI|5500150|2014-2018||5024|117|4896|133|26|30|0|12|32|21|0|12|28|32|42|34|0|12|42|34
97000US1903360|Algona Community School District, IA|1903360|2014-2018||10206|242|9958|241|107|57|12|19|73|24|0|15|9|9|47|26|9|13|38|23
97000US2602190|Algonac Community School District, MI|2602190|2014-2018||14946|324|14560|347|7|13|60|58|143|120|12|18|83|84|81|60|0|16|81|60
95000US0400600|Alhambra Elementary District, AZ|0400600|2014-2018||89389|2815|61824|2752|7614|1270|3264|721|4143|790|16|31|9070|1616|3458|881|709|299|2749|823
97000US0600153|Alhambra Unified School District, CA|0600153|2014-2018||118862|908|23313|1277|1936|431|631|236|67422|1544|622|342|21773|1460|3165|557|751|244|2414|515
96000US0606037|Alhambra Unified School District (9-12), CA|0606037|2014-2018||53106|1601|6684|1019|160|89|304|152|33894|1701|173|183|11179|1278|712|242|260|115|452|206
97000US4807800|Alice Independent School District, TX|4807800|2014-2018||26481|882|25325|879|183|106|55|54|251|159|63|77|453|218|151|134|81|81|70|95
97000US4807830|Alief Independent School District, TX|4807830|2014-2018||286463|3913|105873|4444|78972|3338|942|420|51551|2157|235|178|44450|3272|4440|875|920|398|3520|771
97000US4002720|Aline-Cleo Public Schools, OK|4002720|2014-2018||1043|143|957|140|0|9|43|30|0|9|0|9|1|3|42|30|0|9|42|30
97000US4202130|Aliquippa School District, PA|4202130|2014-2018||9066|42|5199|347|3245|315|7|12|92|143|0|15|110|96|413|196|40|36|373|196
95000US0601950|Alisal Union Elementary School District, CA|0601950|2014-2018||58350|1192|25120|1835|440|218|348|219|2070|442|0|29|29407|1886|965|307|301|148|664|298
97000US1903390|Allamakee Community School District, IA|1903390|2014-2018||8518|245|8429|244|16|35|15|19|0|13|0|13|11|16|47|38|23|35|24|16
97000US3400720|Allamuchy Township School District, NJ|3400720|2014-2018||4576|19|4296|130|95|79|0|12|148|120|0|12|31|24|6|10|0|12|6|10
97000US2602220|Allegan Public Schools, MI|2602220|2014-2018||17212|409|15908|613|699|335|66|38|167|137|0|16|67|51|305|125|4|11|301|125
97000US2400030|Allegany County Public Schools, MD|2400030|2014-2018||71977|*****|63483|124|6051|191|94|37|635|122|13|15|209|94|1492|238|102|57|1390|234
97000US3600015|Allegany-Limestone Central School District, NY|3600015|2014-2018||9211|207|8631|225|155|56|39|33|170|67|0|17|117|53|99|55|16|18|83|51
97000US5100152|Alleghany County Public Schools, VA|5100152|2014-2018||15286|*****|14065|85|823|95|0|19|11|17|7|10|91|80|289|116|49|47|240|116
97000US3700120|Alleghany County Schools, NC|3700120|2014-2018||10973|*****|10346|195|266|87|37|56|31|28|1|3|209|191|83|52|24|34|59|47
97000US4202190|Allegheny Valley School District, PA|4202190|2014-2018||9678|156|9501|164|58|37|2|5|32|22|0|15|4|7|81|44|20|24|61|39
97000US4202310|Allegheny-Clarion Valley School District, PA|4202310|2014-2018||5199|304|4993|269|69|95|0|15|13|11|0|15|9|9|115|54|17|22|98|49
97000US3102880|Allen Consolidated Schools, NE|3102880|2014-2018||825|154|812|154|0|9|0|9|2|3|0|9|0|9|11|9|0|9|11|9
97000US2100070|Allen County School District, KY|2100070|2014-2018||20794|*****|19821|50|311|132|0|21|85|68|0|21|265|188|312|255|135|184|177|140
97000US3904575|Allen East Local School District, OH|3904575|2014-2018||5692|107|5594|125|10|15|0|16|0|16|0|16|14|20|74|55|0|16|74|55
97000US4807890|Allen Independent School District, TX|4807890|2014-2018||101510|1049|69276|1697|10116|1180|456|190|17249|1195|19|32|1199|393|3195|712|344|195|2851|667
97000US2200060|Allen Parish School District, LA|2200060|2014-2018||25661|*****|18903|155|4878|326|540|121|167|38|0|23|420|210|753|200|113|59|640|195
97000US2602520|Allen Park Public Schools, MI|2602520|2014-2018||19546|553|18162|543|321|160|22|28|116|72|0|16|513|320|412|145|31|34|381|144
97000US4002760|Allen Public Schools, OK|4002760|2014-2018||2083|178|1484|153|24|30|211|60|0|9|0|9|16|23|348|82|0|9|348|82
95000US1703420|Allen Township Community Consolidated School District 65, IL|1703420|2014-2018||1032|189|1029|189|0|11|0|11|0|11|0|11|0|11|3|4|0|11|3|4
95000US4002790|Allen-Bowden Public School, OK|4002790|2014-2018||3154|250|2511|221|18|19|363|107|0|9|0|9|44|42|218|88|0|9|218|88
95000US3400750|Allendale Borough School District, NJ|3400750|2014-2018||6762|24|5807|148|84|91|0|17|714|206|0|17|0|17|157|136|0|17|157|136
97000US1703450|Allendale Community Consolidated School District 17, IL|1703450|2014-2018||1340|227|1301|208|0|11|0|11|5|9|0|11|0|11|34|50|34|50|0|11
